축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관명,주최기관명,후원기관명,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
2024. 청.마.닮&청소년 어울림마당,양영 어린이공원,5/25/24,5/25/24,청소년 체험부스 및 청소년 공연+다양한 이벤트 등,성남시청소년재단,경기도 성남시,,031-729-9435,,,,경기도 성남시 분당구 서현동 317-1,37.37340129,127.139378,2/27/24,3780000,경기도 성남시
제27회 무안연꽃축제,회산백련지 일원,7/25/24,7/28/24,연꽃 힐링 및 체험프로그램+먹거리 운영 등,전라남도 무안군축제추진위원회,전라남도 무안군,,061-450-5472,http://tour.muan.go.kr/,,전라남도 무안군 일로읍 백련로 333,전라남도 무안군 일로읍 복룡리 150,34.86008849,126.5298962,2/23/24,4950000,전라남도 무안군
2024 정조대왕 능행차 공동재현,서울 창덕궁~수원화성~화성 융릉,10/5/24,10/6/24,1795년 정조대왕의 을묘년 원행을 완벽하게 재현하는 국내 최대 퍼레이드,경기도 수원시+(재)수원문화재단,경기도 수원시,,031-228-2367,https://www.swcf.or.kr/hlfl/,,경기도 수원시 팔달구 정조로 825,경기도 수원시 팔달구 남창동 6-2,37.28188256,127.0143944,4/26/24,3740000,경기도 수원시
제61회 수원화성문화제,행궁광장 등 수원화성 일원,10/4/24,10/6/24,정조대왕의 효심과 부국강병의 원대한 꿈으로 축성된 세계문화유산 수원화성에서 펼쳐지는 3일간의 행사,경기도 수원시+(재)수원문화재단,경기도 수원시,,031-228-3068,https://www.swcf.or.kr/hlfl/,,경기도 수원시 팔달구 정조로 825,경기도 수원시 팔달구 남창동 6-2,37.28188256,127.0143944,4/26/24,3740000,경기도 수원시
2024 수원화성 미디어아트,화서문+장안문+장안공원 일대,9/28/24,10/20/24,수원화성 대표 건축물에 프로젝션 맵핑/인터렉티브 미디어아트/레이저 등 디지털 미디어 기술을 활용한 미디어아트쇼,(재)수원문화재단,경기도 수원시,,031-228-2454,https://www.swcf.or.kr/hlfl/,,경기도 수원시 팔달구 정조로 825,경기도 수원시 팔달구 남창동 6-2,37.2818782,127.0143876,4/26/24,3740000,경기도 수원시
달마고도 힐링축제,달마고도 및 해남군 일원,11/19/22,11/19/22,달마고도순례길걷기+무대행사+체험등,전라남도 해남군청,전라남도 해남군청,전라남도 해남군청,061-530-5159,www.haenam.go.kr,,전라남도 해남군 송지면 미황사길 164,전라남도 해남군 송지면 서정리 1,34.38223237,126.5779589,5/23/22,4930000,전라남도 해남군
땅끝수국축제,포레스트수목원,6/6/22,7/18/22,100여희귀품종+수국사진공모전 등,포레스트수목원,포레스트 수목원,전라남도 해남군청,061-533-7220,www.4est수목원.com,,전라남도 해남군 현산면 봉동길 232-118,전라남도 해남군 현산면 황산리 산1-39,34.45321139,126.5955,5/23/22,4930000,전라남도 해남군
송호해변여름축제,송호해수욕장,7/29/22,7/31/22,축하공연+버스킹+수상레저체험+체험프로그램 등,전라남도 해남군청,전라남도 해남군청,전라남도 해남군청,061-530-5158,www.haenam.go.kr,,전라남도 해남군 송지면 땅끝해안로 1813,전라남도 해남군 송지면 송호리 914-5,34.3157139,126.5189509,5/23/22,4930000,전라남도 해남군
오시아노 썸머뮤직 페스티벌,오시아노 관광단지,8/26/22,8/27/22,음악콘서트+SNS이벤트 등,전라남도 해남군청,전라남도 해남군청,전라남도 해남군청,061-530-5158,www.haenam.go.kr,,,전라남도 해남군 화원면 화봉리 376-1,34.66958237,126.2604602,5/23/22,4930000,전라남도 해남군
제3기 청년기자단 모집,커먼즈필드 춘천 3층,3/2/22,3/18/22,청년의 눈으로 바라본 춘천의 모습을 전하는 춘천시 청년청의 스토리텔러,춘천시 청년청,춘천시 청년청,춘천시 청년청,033-910-3108,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10225&search_type=1&search_keyword=ECA09C3EAB8B0+ECB2ADEB8584EAB8B0EC9E90EB8BA8+EBAAA8ECA791,기타,강원도 춘천시 공지로 255,강원도 춘천시 효자동 303-14,37.86462536,127.735421,1/12/23,4180000,강원도 춘천시
상설전 畵,춘천미술관 1F,2/25/22,3/23/22,"한국화, 문인화, 서예, 조소 작품 전시",춘천미술관,춘천미술관,강원도 춘천시청,033-241-1856,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10218&search_type=1&search_keyword=EC8381EC84A4ECA084_E795B5,전시관람,강원도 춘천시 서부대성로 71,강원도 춘천시 옥천동 73-2,37.88237413,127.731335,1/12/23,4180000,강원도 춘천시
뉴웨이브 로컬 임팩트 아카데미,커먼즈필드,2/15/22,3/2/22,사회적경제에 대한 기초 이해와 함께 지역의 문제를 해결,춘천시협동조합지원센터,춘천시협동조합지원센터,더웨이브+춘천시협동조합지원센터,033-910-0203,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10217&search_type=1&search_keyword=EB89B4EC9BA8EC9DB4EBB88C+EBA19CECBBAC+EC9E84ED8CA9ED8AB8+EC9584ECB9B4EB8DB0EBAFB8,특강+강좌,강원도 춘천시 공지로 255,강원도 춘천시 효자동 303-14,37.86462536,127.735421,1/12/23,4180000,강원도 춘천시
상화문학제,수성못 상화동산+수성문화원,5/31/24,6/2/24,백일장+시낭송대회+문학강연+문학공연,수성문화원,수성문화원,대구광역시 수성구청,053-768-0002,http://www.suseong.or.kr,,대구광역시 수성구 들안로16길 78,대구광역시 수성구 두산동 30,35.839227,128.618141,2/16/24,3460000,대구광역시 수성구
천을산 해맞이,천을산 정상,1/1/25,1/1/25,"신년메세지, 해오름 퍼포먼스 등",(재)수성문화재단,대구광역시 수성구,대구광역시 수성구청,053-666-2163,https://www.suseong.kr,천을산 해맞이 동산+고산초교,,대구광역시 수성구 가천동 산11-3,35.85169239,128.6950183,2/16/24,3460000,대구광역시 수성구
완주와일드앤로컬푸드축제,고산자연휴양림일원,10/6/23,10/8/23,○ 자연친화+야생체험,와일드앤로컬푸드축제추진위원회,전북특별자치도 완주군청,전북특별자치도청,063-290-3977,http://www.wanjufestival.kr/,,전북특별자치도 완주군 고산면 고산자연휴양림로 246,전북특별자치도 완주군 고산면 오산리 산43-1,,,2/15/24,4721000,전북특별자치도 완주군
현인가요제,송도해수욕장,8/3/24,8/4/24,개막행사+현인가요제 전야제+현인가요제 본선,(사)한국연예예술인협회,(사)한국연예예술인협회,부산광역시+부산광역시 서구,02-2655-3157,http://culture.bsseogu.go.kr,송도해수욕장+부산공동어시장+송도구름산책로+송도해상케이블카+용궁구름다리+암남공원,부산광역시 서구 송도해변로 100,부산광역시 서구 암남동 135-5,35.07682117,129.0180502,2/14/24,3260000,부산광역시 서구
부산고등어축제,송도해수욕장 및 부산공동어시장 일원,10/25/24,10/27/24,개막행사+맨손으로 고등어잡기+고등어 주제공연+종이배 경주대회+고등어캐릭터 전시+고등어 스탬프투어+먹거리장터 등,(사)부산서구문화원,부산광역시 서구,,051-240-4062,http://www.busangde.co.kr,송도해수욕장+부산공동어시장+송도구름산책로+송도해상케이블카+송도오토캠핑장+송도해안볼레길+암남공원,부산광역시 서구 송도해변로 100,부산광역시 서구 암남동 135-5,35.07682117,129.0180502,2/14/24,3260000,부산광역시 서구
안동국제탈춤페스티벌,구안동역사+탈춤공원+웅부공원+하회마을 외,9/27/24,10/6/24,탈춤공연+경연대회+대동난장 등,한국정신문화재단,경상북도 안동시청,문화체육관광부+문화재청+경상북도청+경상북도 안동시청,054-840-3400,www.maskdance.com,명예대표 문화관광축제,경상북도 안동시 경동로 684(운흥동) 일대,,36.5627376,128.732934,2/13/24,5070000,경상북도 안동시
황룡강 가을꽃축제,황룡강변 일원,10/5/24,10/13/24,공연+체험+판매행사 등,전라남도 장성군축제위원회,전라남도 장성군청,전라남도청,061-390-7240,https://www.jangseong.go.kr/home/tour_new/festival/festival_04/festival_04_04,황룡강,,전라남도 장성군 장성읍 기산리 461-1,35.30951048,126.7815062,2/13/24,4980000,전라남도 장성군
황룡강 (洪)길동무 꽃길 축제,황룡강변 일원+홍길동테마파크,5/24/24,5/26/24,공연+체험+판매행사 등,전라남도 장성군축제위원회,전라남도 장성군청,,061-390-7240,https://www.jangseong.go.kr/home/tour_new/festival/festival_04/festival_04_02,황룡강+홍길동테마파크,,전라남도 장성군 장성읍 기산리 461-1,35.30951048,126.7815062,2/13/24,4980000,전라남도 장성군
백양단풍축제,국립공원 백암산+백양사 일원,11/4/23,11/4/23,공연,전라남도 장성군청,전라남도 장성군청,,061-390-7240,https://www.jangseong.go.kr/home/tour_new/festival/festival_04/festival_04_05,백양사+애기단풍,전라남도 장성군 북하면 백양로 1239,전라남도 장성군 북하면 약수리 26,35.43972586,126.8828597,2/13/24,4980000,전라남도 장성군
축령산 편백산소축제,축령산 조림성공지,9/16/23,9/16/23,공연+체험+판매행사 등,전라남도 장성군청,전라남도 장성군청,,061-390-7240,https://www.jangseong.go.kr/home/tour_new/festival/festival_04/festival_04_03,축령산편백숲,,전라남도 장성군 서삼면 모암리 569-5,35.37389043,126.7564871,2/13/24,4980000,전라남도 장성군
에코아트페어 제로섬씽Zero-Somthing 2023,춘천문화예술회관 전시장,11/2/23,11/18/23,기후위기를 극복하는 제로 웨이스트 전시 형태,강원행복시대,강원도민일보,강원도민일보사+강원특별자치도 춘천시청,,,,강원특별자치도 춘천시 효자상길5번길 13(효자동),강원특별자치도 춘천시 효자동 산40-12 춘천문화예술회관,37.872616,127.729341,1/31/24,4181000,강원특별자치도 춘천시
2023춘천예술문화축제 - 제10회 한여름밤의 아리아,상상마당 야외공연장,8/19/23,8/19/23,춘천예술문화축제  한여름 밤의 아리아,춘천민예총,강원특별자치도 춘천시청+(사)강원민예총 춘천지부,,033-251-8907,,,강원특별자치도 춘천시 스포츠타운길399번길 25 어린이회관,강원특별자치도 춘천시 삼천동 223-2 KT&G상상마당 춘천아트센터,37.874122,127.702307,1/31/24,4181000,강원특별자치도 춘천시
2023 춘천공연예술제,축제극장몸짓+춘천인형극장+담작은도서관,8/8/23,8/12/23,무대 위 펼쳐지는 공연예술 축체,사단법인 텐스푼,사단법인 텐스푼,강원특별자치도 춘천시청+춘천문화재단+한국문화예술위원회,033-251-0545,,,강원특별자치도 춘천시 춘천로 112,강원특별자치도 춘천시 효자동 531,37.873095,127.727858,1/31/24,4181000,강원특별자치도 춘천시
달맞이축제,"국토정중앙점, 레포츠공원(평화공업사 앞 주차장)",2/8/20,2/8/20,"국토정중앙행사, 전통달맞이행사, 민속놀이경연,상설행사 등",양구문화원,양구문화원,양구군청,033-480-2510,https://www.ygtour.kr/Home/H30000/H30100/placeDetail?place_no=318&viewType=gallery&viewClass=tour&page=1&pageSize=12&order_column=1&place_class=P012,,강원도 양구군 양구읍 박수근로 366-33,강원도 양구군 양구읍 상리 399,38.10632441,127.981517,10/7/22,4320000,강원도 양구군
제1회 대청호 벚꽃축제,신상동 벚꽃한터 일원,4/5/19,4/7/19,벚꽃축제+벚꽃가요제+벚꽃길 걷기대회 등,대전광역시 동구청(대행사: 대전문화방송),대전광역시 동구청,,042-251-6686,https://www.donggu.go.kr/dg/tour/contents/988,,,대전광역시 동구 신상동 282,36.35359044,127.4980431,11/7/23,3640000,대전광역시 동구
제2회 대청호 벚꽃축제,신상동 벚꽃한터 일원,4/3/20,4/12/20,벚꽃길 경관조명 설치+드라이브스루 벚꽃 구경,대전광역시 동구청(대행사: 대전방송),대전광역시 동구청,,042-251-6686,https://www.donggu.go.kr/dg/tour/contents/988,,,대전광역시 동구 신상동 282,36.35359044,127.4980431,11/7/23,3640000,대전광역시 동구
제3회 대청호 벚꽃축제,신상동 벚꽃한터 일원,3/27/21,4/18/21,벚꽃길 드라이브스루(벚꽃관람+랜선 트롯가요제+벚꽃길 체험영상),대전광역시 동구청(대행사: 대전문화방송),대전광역시 동구청,,042-251-6686,https://www.donggu.go.kr/dg/tour/contents/988,,,대전광역시 동구 신상동 282,36.35359044,127.4980431,11/7/23,3640000,대전광역시 동구
울산쇠부리축제,북구청 광장+달천철장 일원,5/10/24,5/12/24,체험+전시+학술,울산쇠부리축제 추진위원회,울산광역시 북구청,,052-293-3500,www.soeburi.org,,"울산광역시 북구 산업로 1010, 울산광역시 북구 달천철장길 58","울산광역시 북구 연암동 1004-1, 울산광역시 북구 달천동 1-7",35.58270742,129.3612536,4/25/24,3720000,울산광역시 북구
제14회 영덕물가자미축제,영덕군 축산면 축산항 일원,5/3/24,5/5/24,체험+문화공연+먹거리,영덕물가자미축제추진위원회,경상북도 영덕군,,054-730-6233,https://tour.yd.go.kr,축산항,,경상북도 영덕군 축산면 축산리 941-1,36.50768985,129.4472969,4/24/24,5180000,경상북도 영덕군
청송사과축제,청송읍 용전천 변(현비암 일원),10/30/24,11/3/24,공연+경연+체험+전시+판매,청송군축제추진위원회,경상북도 청송군청,문화체육관광부+경상북도+청송군의회+청송경찰서+청송교육지원청+청송군관내농협+(사)청송사과협회+청송사과유통센터+(재)청송문화관광재단,054-870-6237,,,,경상북도 청송군 청송읍 월막리 368-2,36.43271991,129.0554862,4/23/24,5160000,경상북도 청송군
2024 속리산 축제,속리산 잔디공원+법주사 일원,5/24/24,5/26/23,속리산 산채비빔밥 체험+댄싱갈라쇼+가족뮤지컬+천왕봉 산신제+영신행차 등,충청북보 보은군,속리산 신화여행축제 추진위원회,,043-540-3372,,,,충청북도 보은군 속리산면 사내리 203-1,36.532721,127.8248196,4/24/24,4420000,충청북도 보은군
제20회 진안고원 운장산 고로쇠축제,주천면 운일암반일암 삼거광장,3/9/24,3/10/24,고로쇠 관련 체험+고로쇠 판매 등,진안고원운장산고로쇠축제위원회,전북특별자치도 진안군,,063-430-2393,https://www.jinan.go.kr/festival/,,,전북특별자치도 진안군 주천면 대불리 75-1,35.98388102,127.3882948,4/24/24,4731000,전북특별자치도 진안군
